ID,CPU,MemUsage,NetIn,NetOut,Mem,PIDs
955279a62a41,498.4,8.125,224256,188416,0.1,13
955279a62a41,499.38,8,224256,188416,0.1,13
955279a62a41,499.38,8,224256,188416,0.1,13
955279a62a41,497.87,8.121,224256,188416,0.1,13
955279a62a41,497.87,8.121,224256,188416,0.1,13
955279a62a41,498.87,8.125,224256,188416,0.1,13
955279a62a41,498.87,8.125,224256,188416,0.1,13
955279a62a41,499.59,8.133,224256,188416,0.1,13
955279a62a41,499.59,8.133,224256,188416,0.1,13
955279a62a41,499.68,8.023,224256,188416,0.1,13
955279a62a41,499.68,8.023,224256,188416,0.1,13
955279a62a41,498.09,8.012,224256,188416,0.1,13
955279a62a41,498.09,8.012,224256,188416,0.1,13
955279a62a41,499.13,8.133,224256,188416,0.1,13
955279a62a41,499.13,8.133,224256,188416,0.1,13
955279a62a41,498.13,8.113,224256,188416,0.1,13
955279a62a41,498.13,8.113,224256,188416,0.1,13
955279a62a41,498.87,8.031,224256,188416,0.1,13
955279a62a41,498.87,8.031,224256,188416,0.1,13
955279a62a41,498.05,8.164,224256,188416,0.1,13
955279a62a41,498.05,8.164,224256,188416,0.1,13
955279a62a41,498.57,8.07,224256,188416,0.1,13
955279a62a41,498.57,8.07,224256,188416,0.1,13
955279a62a41,499.81,8.164,224256,188416,0.1,13
955279a62a41,499.81,8.164,224256,188416,0.1,13
955279a62a41,498.94,8.164,224256,188416,0.1,13
955279a62a41,498.94,8.164,224256,188416,0.1,13
955279a62a41,498.28,8.027,224256,188416,0.1,13
955279a62a41,498.28,8.027,224256,188416,0.1,13
955279a62a41,498.19,7.781,224256,188416,0.1,13
955279a62a41,498.19,7.781,224256,188416,0.1,13
955279a62a41,498.63,7.672,224256,188416,0.1,13
955279a62a41,498.63,7.672,224256,188416,0.1,13
955279a62a41,499.62,7.684,224256,188416,0.1,13
955279a62a41,499.62,7.684,224256,188416,0.1,13
955279a62a41,499.28,7.805,224256,188416,0.1,13
955279a62a41,499.28,7.805,224256,188416,0.1,13
955279a62a41,499.08,7.684,224256,188416,0.1,13
955279a62a41,499.08,7.684,224256,188416,0.1,13
955279a62a41,498.91,7.914,224256,188416,0.1,13
955279a62a41,498.91,7.914,224256,188416,0.1,13
955279a62a41,498.73,7.777,224256,188416,0.1,13
955279a62a41,498.73,7.777,224256,188416,0.1,13
955279a62a41,499.62,7.773,224256,188416,0.1,13
955279a62a41,499.62,7.773,224256,188416,0.1,13
955279a62a41,497.57,7.91,224256,188416,0.1,13
955279a62a41,497.57,7.91,224256,188416,0.1,13
955279a62a41,500.05,7.684,224256,188416,0.1,13
955279a62a41,500.05,7.684,224256,188416,0.1,13
955279a62a41,498.19,7.684,224256,188416,0.1,13
955279a62a41,498.19,7.684,224256,188416,0.1,13
955279a62a41,499.09,7.785,224256,188416,0.1,13
955279a62a41,499.09,7.785,224256,188416,0.1,13
955279a62a41,499.81,7.805,224256,188416,0.1,13
955279a62a41,499.81,7.805,224256,188416,0.1,13
955279a62a41,499.11,7.688,224256,188416,0.1,13
955279a62a41,499.11,7.688,224256,188416,0.1,13
955279a62a41,498.94,7.68,224256,188416,0.1,13
955279a62a41,498.94,7.68,224256,188416,0.1,13
955279a62a41,498.92,7.672,224256,188416,0.1,13
955279a62a41,498.92,7.672,224256,188416,0.1,13
955279a62a41,499.32,7.781,224256,188416,0.1,13
955279a62a41,499.32,7.781,224256,188416,0.1,13
955279a62a41,498.17,7.773,224256,188416,0.1,13
955279a62a41,498.17,7.773,224256,188416,0.1,13
955279a62a41,499.61,7.68,224256,188416,0.1,13
955279a62a41,499.61,7.68,224256,188416,0.1,13
955279a62a41,498.65,7.812,224256,188416,0.1,13
955279a62a41,498.65,7.812,224256,188416,0.1,13
955279a62a41,499.29,7.68,224256,188416,0.1,13
955279a62a41,499.29,7.68,224256,188416,0.1,13
955279a62a41,498.74,7.684,224256,188416,0.1,13
955279a62a41,498.74,7.684,224256,188416,0.1,13
955279a62a41,498.72,7.676,224256,188416,0.1,13
955279a62a41,498.72,7.676,224256,188416,0.1,13
955279a62a41,499.04,7.922,224256,188416,0.1,13
955279a62a41,499.04,7.922,224256,188416,0.1,13
955279a62a41,497.07,7.906,224256,188416,0.1,13
955279a62a41,497.07,7.906,224256,188416,0.1,13
955279a62a41,497.66,7.797,224256,188416,0.1,13
955279a62a41,497.66,7.797,224256,188416,0.1,13
955279a62a41,499.76,7.926,224256,188416,0.1,13
955279a62a41,499.76,7.926,224256,188416,0.1,13
955279a62a41,499.52,7.781,224256,188416,0.1,13
955279a62a41,499.52,7.781,224256,188416,0.1,13
955279a62a41,499.18,7.809,224256,188416,0.1,13
955279a62a41,499.18,7.809,224256,188416,0.1,13
955279a62a41,496.74,7.691,224256,188416,0.1,13
955279a62a41,496.74,7.691,224256,188416,0.1,13
955279a62a41,499.14,7.695,224256,188416,0.1,13
955279a62a41,499.14,7.695,224256,188416,0.1,13
955279a62a41,498.98,7.789,224256,188416,0.1,13
955279a62a41,498.98,7.789,224256,188416,0.1,13
955279a62a41,499.01,7.781,224256,188416,0.1,13
955279a62a41,499.01,7.781,224256,188416,0.1,13
955279a62a41,497.81,7.766,224256,188416,0.1,13
955279a62a41,497.81,7.766,224256,188416,0.1,13
955279a62a41,499.35,7.785,224256,188416,0.1,13
955279a62a41,499.35,7.785,224256,188416,0.1,13
955279a62a41,498.6,7.922,224256,188416,0.1,13
955279a62a41,498.6,7.922,224256,188416,0.1,13
955279a62a41,499.13,7.793,224256,188416,0.1,13
955279a62a41,499.13,7.793,224256,188416,0.1,13
955279a62a41,500.01,7.699,224256,188416,0.1,13
955279a62a41,500.01,7.699,224256,188416,0.1,13
955279a62a41,499.27,7.812,224256,188416,0.1,13
955279a62a41,499.27,7.812,224256,188416,0.1,13
955279a62a41,499.09,7.816,224256,188416,0.1,13
955279a62a41,499.09,7.816,224256,188416,0.1,13
955279a62a41,499.65,7.699,224256,188416,0.1,13
955279a62a41,499.65,7.699,224256,188416,0.1,13
955279a62a41,498.78,7.812,224256,188416,0.1,13
955279a62a41,498.78,7.812,224256,188416,0.1,13
955279a62a41,495.29,7.707,224256,188416,0.1,13
955279a62a41,495.29,7.707,224256,188416,0.1,13
955279a62a41,501.78,7.797,224256,188416,0.1,13
955279a62a41,501.78,7.797,224256,188416,0.1,13
955279a62a41,498.56,7.68,224256,188416,0.1,13
955279a62a41,498.56,7.68,224256,188416,0.1,13
955279a62a41,498.83,7.812,224256,188416,0.1,13
955279a62a41,498.83,7.812,224256,188416,0.1,13
955279a62a41,499.93,7.84,224256,188416,0.1,13
955279a62a41,499.93,7.84,224256,188416,0.1,13
955279a62a41,498.39,7.73,224256,188416,0.1,13
955279a62a41,498.39,7.73,224256,188416,0.1,13
955279a62a41,499.38,7.859,224256,188416,0.1,13
955279a62a41,499.38,7.859,224256,188416,0.1,13
955279a62a41,498.42,7.77,224256,188416,0.1,13
955279a62a41,498.42,7.77,224256,188416,0.1,13
955279a62a41,499.34,7.879,224256,188416,0.1,13
955279a62a41,499.34,7.879,224256,188416,0.1,13
955279a62a41,499.03,7.91,224256,188416,0.1,13
955279a62a41,499.03,7.91,224256,188416,0.1,13
955279a62a41,499.23,7.809,224256,188416,0.1,13
955279a62a41,499.23,7.809,224256,188416,0.1,13
955279a62a41,499.93,7.812,224256,188416,0.1,13
955279a62a41,499.93,7.812,224256,188416,0.1,13
955279a62a41,496.68,7.969,224256,188416,0.1,13
955279a62a41,496.68,7.969,224256,188416,0.1,13
955279a62a41,497.73,7.859,224256,188416,0.1,13
955279a62a41,497.73,7.859,224256,188416,0.1,13
955279a62a41,498.52,7.996,224256,188416,0.1,13
955279a62a41,498.52,7.996,224256,188416,0.1,13
955279a62a41,499.39,7.918,224256,188416,0.1,13
955279a62a41,499.39,7.918,224256,188416,0.1,13
955279a62a41,498.43,8.152,224256,188416,0.1,13
955279a62a41,498.43,8.152,224256,188416,0.1,13
955279a62a41,499.34,7.887,224256,188416,0.1,13
955279a62a41,499.34,7.887,224256,188416,0.1,13
955279a62a41,498.82,7.887,224256,188416,0.1,13
955279a62a41,498.82,7.887,224256,188416,0.1,13
955279a62a41,498.67,8.016,224256,188416,0.1,13
955279a62a41,498.67,8.016,224256,188416,0.1,13
955279a62a41,500.05,8.02,224256,188416,0.1,13
955279a62a41,500.05,8.02,224256,188416,0.1,13
955279a62a41,501.73,7.992,224256,188416,0.1,13
955279a62a41,501.73,7.992,224256,188416,0.1,13
955279a62a41,499.29,8.016,224256,188416,0.1,13
955279a62a41,499.29,8.016,224256,188416,0.1,13
955279a62a41,498.69,7.914,224256,188416,0.1,13
955279a62a41,498.69,7.914,224256,188416,0.1,13
955279a62a41,498.82,8.031,224256,188416,0.1,13
955279a62a41,498.82,8.031,224256,188416,0.1,13
955279a62a41,498.96,7.938,224256,188416,0.1,13
955279a62a41,498.96,7.938,224256,188416,0.1,13
955279a62a41,499.65,8.07,224256,188416,0.1,13
955279a62a41,499.65,8.07,224256,188416,0.1,13
955279a62a41,499.87,8.059,224256,188416,0.1,13
955279a62a41,499.87,8.059,224256,188416,0.1,13
955279a62a41,498.58,8.078,224256,188416,0.1,13
955279a62a41,498.58,8.078,224256,188416,0.1,13
955279a62a41,498.06,7.961,224256,188416,0.1,13
955279a62a41,498.06,7.961,224256,188416,0.1,13
955279a62a41,499.64,8.066,224256,188416,0.1,13
955279a62a41,499.64,8.066,224256,188416,0.1,13
955279a62a41,497.98,8.074,224256,188416,0.1,13
955279a62a41,497.98,8.074,224256,188416,0.1,13
955279a62a41,499.05,7.961,224256,188416,0.1,13
955279a62a41,499.05,7.961,224256,188416,0.1,13
955279a62a41,498.92,7.957,224256,188416,0.1,13
955279a62a41,498.92,7.957,224256,188416,0.1,13
955279a62a41,499.97,7.77,224256,188416,0.1,13
955279a62a41,499.97,7.77,224256,188416,0.1,13
955279a62a41,498.12,7.895,224256,188416,0.1,13
955279a62a41,498.12,7.895,224256,188416,0.1,13
955279a62a41,499.1,7.773,224256,188416,0.1,13
955279a62a41,499.1,7.773,224256,188416,0.1,13
955279a62a41,499.1,7.898,224256,188416,0.1,13
955279a62a41,499.1,7.898,224256,188416,0.1,13
955279a62a41,499.7,7.77,224256,188416,0.1,13
955279a62a41,499.7,7.77,224256,188416,0.1,13
955279a62a41,498.94,7.781,224256,188416,0.1,13
955279a62a41,498.94,7.781,224256,188416,0.1,13
955279a62a41,499.01,7.895,224256,188416,0.1,13
955279a62a41,499.01,7.895,224256,188416,0.1,13
955279a62a41,497.9,7.867,224256,188416,0.1,13
955279a62a41,497.9,7.867,224256,188416,0.1,13
955279a62a41,497.75,7.863,224256,188416,0.1,13
955279a62a41,497.75,7.863,224256,188416,0.1,13
955279a62a41,500.35,7.902,224256,188416,0.1,13
955279a62a41,500.35,7.902,224256,188416,0.1,13
955279a62a41,498.05,7.902,224256,188416,0.1,13
955279a62a41,498.05,7.902,224256,188416,0.1,13
955279a62a41,498.09,7.883,224256,188416,0.1,13
955279a62a41,498.09,7.883,224256,188416,0.1,13
955279a62a41,500.31,7.895,225280,188416,0.1,13
955279a62a41,500.31,7.895,225280,188416,0.1,13
955279a62a41,498.77,7.883,225280,188416,0.1,13
955279a62a41,498.77,7.883,225280,188416,0.1,13
955279a62a41,499.39,7.875,225280,188416,0.1,13
955279a62a41,499.39,7.875,225280,188416,0.1,13
955279a62a41,497.81,7.871,225280,188416,0.1,13
955279a62a41,497.81,7.871,225280,188416,0.1,13
955279a62a41,499.93,7.918,225280,188416,0.1,13
955279a62a41,499.93,7.918,225280,188416,0.1,13
955279a62a41,499.93,7.918,225280,188416,0.1,13
955279a62a41,492.69,7.797,225280,188416,0.1,13
955279a62a41,492.69,7.797,225280,188416,0.1,13
955279a62a41,505.53,7.922,225280,188416,0.1,13
955279a62a41,505.53,7.922,225280,188416,0.1,13
955279a62a41,498.33,7.922,225280,188416,0.1,13
955279a62a41,498.33,7.922,225280,188416,0.1,13
955279a62a41,498.22,7.926,225280,188416,0.1,13
955279a62a41,498.22,7.926,225280,188416,0.1,13
955279a62a41,500.26,7.91,225280,188416,0.1,13
955279a62a41,500.26,7.91,225280,188416,0.1,13
955279a62a41,498.69,7.93,225280,188416,0.1,13
955279a62a41,498.69,7.93,225280,188416,0.1,13
955279a62a41,498.8,8.051,225280,188416,0.1,13
955279a62a41,498.8,8.051,225280,188416,0.1,13
955279a62a41,499.95,7.93,225280,188416,0.1,13
955279a62a41,499.95,7.93,225280,188416,0.1,13
955279a62a41,498.16,7.914,225280,188416,0.1,13
955279a62a41,498.16,7.914,225280,188416,0.1,13
955279a62a41,499.94,7.934,225280,188416,0.1,13
955279a62a41,499.94,7.934,225280,188416,0.1,13
955279a62a41,497.29,7.961,225280,188416,0.1,13
955279a62a41,497.29,7.961,225280,188416,0.1,13
955279a62a41,499.67,7.926,225280,188416,0.1,13
955279a62a41,499.67,7.926,225280,188416,0.1,13
955279a62a41,497.48,8.055,225280,188416,0.1,13
955279a62a41,497.48,8.055,225280,188416,0.1,13
955279a62a41,500.35,7.941,225280,188416,0.1,13
955279a62a41,500.35,7.941,225280,188416,0.1,13
955279a62a41,498.46,7.957,225280,188416,0.1,13
955279a62a41,498.46,7.957,225280,188416,0.1,13
955279a62a41,497.73,7.973,225280,188416,0.1,13
955279a62a41,497.73,7.973,225280,188416,0.1,13
955279a62a41,500.14,7.934,225280,188416,0.1,13
955279a62a41,500.14,7.934,225280,188416,0.1,13
955279a62a41,497.85,7.832,225280,188416,0.1,13
955279a62a41,497.85,7.832,225280,188416,0.1,13
955279a62a41,500.01,7.832,225280,188416,0.1,13
955279a62a41,500.01,7.832,225280,188416,0.1,13
955279a62a41,498.45,7.953,225280,188416,0.1,13
955279a62a41,498.45,7.953,225280,188416,0.1,13
955279a62a41,498.25,7.934,225280,188416,0.1,13
955279a62a41,498.25,7.934,225280,188416,0.1,13
955279a62a41,498.24,7.91,225280,188416,0.1,13
955279a62a41,498.24,7.91,225280,188416,0.1,13
955279a62a41,499.07,7.945,225280,188416,0.1,13
955279a62a41,499.07,7.945,225280,188416,0.1,13
955279a62a41,499.02,8.105,225280,188416,0.1,13
955279a62a41,499.02,8.105,225280,188416,0.1,13
955279a62a41,498.67,7.84,225280,188416,0.1,13
955279a62a41,498.67,7.84,225280,188416,0.1,13
955279a62a41,160.88,7.801,225280,188416,0.1,13
955279a62a41,160.88,7.801,225280,188416,0.1,13
955279a62a41,82.28,7.797,225280,188416,0.1,13
955279a62a41,82.28,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0.04,7.797,225280,188416,0.1,13
955279a62a41,0.04,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,0,7.797,225280,188416,0.1,13
955279a62a41,46.85,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0,6.863,225280,188416,0.09,13
955279a62a41,0.62,4.598,225280,188416,0.06,13
955279a62a41,0.62,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
955279a62a41,0,4.598,225280,188416,0.06,13
